Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E.value	LWR	EvoDist	Distances	Depth_m
SI072_10m_contig	k147_13066_4	NapA	2	266	r__Root; d__Bacteria; p__Proteobacteria	0.709692539233864	2276	3.5e-33	1	0.7285	0.3487,0.1054,0.2744	10
SI072_10m_contig	k147_337308_1	NapA	1	435	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Yoonia	13.5151237733246	2431	2.6e-21	0.5786131494	0.3028	0.1326,0.1702,0.0	10
SI072_10m_contig	k147_68998_8	NapA	1	331	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14; s__BACL14 sp902558495	3.7703322734398	191	6.3e-88	1	0.0992	0.0656,0.0336,0.0	10
SI072_10m_contig	k147_369441_1	NapA	1	200	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Casp-alpha2	0.252424732704772	384	1.3e-52	0.4394864683	0.4111	0.0962,0.3149,0.0	10
SI072_10m_contig	k147_138165_1	NapA	1	254	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.567543189872168	2111	2.2e-20	0.500075653	0.6919	0.2286,0.4633,0.0	10
SI072_10m_contig	k147_406797_3	NapA	5	350	r__Root; d__Bacteria	0.450672837117732	2229	4.5e-40	0.4923543341	1.325	0.0453,0.6364,0.6432	10
SI072_10m_contig	k147_228529_1	NapA	1	881	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.73762880775697	2425	2.7e-79	1	0.875	0.2372,0.6377,0.0	10
SI072_10m_contig	k147_331613_3	NapA	1	347	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__SCGC-AAA160-P02; s__SCGC-AAA160-P02 sp000383355	0.657658307430058	37	2e-38	1	0.09	0.0578,0.0322,0.0	10
SI072_10m_contig	k147_90846_1	NapA	1	550	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	2.48844240042293	204	5.9e-161	0.5528468667	0.2998	0.0001,0.1178,0.1819	10
SI072_10m_contig	k147_246721_2	NapA	1	446	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__GCA-001735895; f__GCA-001735895; g__JACNJF01	0.323766249255935	503	7.8e-42	1	0.1902	0.0849,0.1054,0.0	10
SI072_10m_contig	k147_147548_1	NapA	1	233	r__Root; d__Bacteria; p__Proteobacteria	0.229151530398658	2276	2.8e-27	1	0.7285	0.3487,0.1054,0.2744	10
SI072_10m_contig	k147_374111_13	NapA	22	744	r__Root; d__Bacteria; p__Proteobacteria	0.94419273620219	76	3.2e-133	1	1.0374	0.1788,0.5352,0.3234	10
SI072_10m_contig	k147_49130_17	NapA	1	206	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.728148267417612	374	8.4e-54	0.9479578723	0.3571	0.0349,0.1054,0.2169	10
SI072_10m_contig	k147_70095_1	NapA	1	466	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.49728212866893	495	3.2e-46	0.3696183877	0.3282	0.0869,0.2413,0.0	10
SI072_10m_contig	k147_48114_3	NapA	1	289	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae	0.39323898794787	2055	3.8e-32	0.5001879565	0.4764	0.1431,0.3333,0.0	10
SI072_10m_contig	k147_69372_1	NapA	5	599	r__Root; d__Bacteria; p__Proteobacteria	1.47842771900299	2227	1.5e-80	1	1.0711	0.3091,0.762,0.0	10
SI072_10m_contig	k147_142256_1	NapA	2	208	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__SCGC-AAA160-P02; s__SCGC-AAA160-P02 sp000383355	4.10643105835514	37	1.6e-16	1	0.0254	0.0001,0.0254,0.0	10
SI072_10m_contig	k147_92983_2	NapA	1	517	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	7.17229940581832	187	4.3e-138	1	0.1337	0.0726,0.061,0.0	10
SI072_10m_contig	k147_368413_1	NapA	1	438	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__GCA-002733105; s__GCA-002733105 sp018646825	0.312199518579055	442	8.7e-145	1	2e-04	0.0001,0.0001,0.0	10
SI072_10m_contig	k147_427317_2	NapA	1	514	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.423969189297421	2290	2.8e-96	1	0.9117	0.645,0.2667,0.0	10
SI072_10m_contig	k147_69440_3	NapA	1	254	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia	0.402839985268877	5	8.7e-26	0.7283934812	0.8071	0.081,0.5219,0.2042	10
SI072_10m_contig	k147_392287_42	NapA	1	515	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__TK06	1.98821024987543	158	1.2e-146	0.8746097639	0.4722	0.0975,0.3747,0.0	10
SI072_10m_contig	k147_57083_8	NapA	1	193	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus; s__Luminiphilus sp905182485	8.33648860830119	194	9.5e-43	1	2e-04	0.0001,0.0001,0.0	10
SI072_10m_contig	k147_193202_2	NapA	1	303	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__Puniceispirillaceae	0.907843336920672	407	2.1e-100	1	0.4783	0.0868,0.1745,0.2169	10
SI072_10m_contig	k147_224089_2	NapA	2	539	r__Root	0.398893404768035	2118	1e-80	1	2.2577	0.2556,0.8362,1.1659	10
SI072_10m_contig	k147_187425_18	NapA	29	784	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales	0.984136932570504	2220	4.4e-95	1	0.6302	0.2764,0.3538,0.0	10
SI072_10m_contig	k147_39155_1	NapA	1	295	r__Root; d__Bacteria; p__Proteobacteria	0.711532803597344	2275	4.1e-39	0.9999995093	0.9943	0.2151,0.7793,0.0	10
SI072_10m_contig	k147_206446_1	NapA	1	597	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.640296882958446	2430	2.9e-29	0.9733300792	0.4583	0.0001,0.3094,0.1488	10
SI072_10m_contig	k147_56083_2	NapA	1	446	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__SCGC-AAA160-P02	0.835768689939738	37	3.6e-73	1	0.299	0.0763,0.2227,0.0	10
SI072_10m_contig	k147_375703_1	NapA	1	381	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	1.66120132576919	208	1.2e-111	0.6048528179	0.3078	0.048,0.1054,0.1545	10
SI072_10m_contig	k147_358535_2	NapA	1	639	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__LGRT01	0.883486564466703	369	7.6e-223	1	0.165	0.0612,0.1038,0.0	10
SI072_10m_contig	k147_151679_13	NapA	19	747	r__Root; d__Bacteria; p__Proteobacteria	6.11938745950963	2217	1.3e-97	1	1.0729	0.4682,0.6048,0.0	10
SI072_10m_contig	k147_99020_2	NapA	24	715	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__SCGC-AAA160-P02; s__SCGC-AAA160-P02 sp000383355	2.44433633159183	37	3.7e-131	1	0.0959	0.0522,0.0436,0.0	10
SI072_10m_contig	k147_357332_1	NapA	1	199	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp902581605	0.55812503713618	187	6e-35	1	0.0586	0.0585,0.0001,0.0	10
SI072_10m_contig	k147_352361_1	NapA	1	330	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__UBA868; g__GCA-2726415	0.305044994205163	428	2.2e-107	1	0.2113	0.1059,0.1054,0.0	10
SI072_10m_contig	k147_44116_3	NapA	1	652	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Porticoccaceae; g__HTCC2207	0.530877947291302	2059	1.4e-115	1	0.2156	0.0785,0.1371,0.0	10
SI072_10m_contig	k147_51737_3	NapA	20	764	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0178244198854	2214	1.5e-96	0.9038441955	0.7084	0.0434,0.3513,0.3137	10
SI072_10m_contig	k147_156670_2	NapA	75	758	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter	0.598635729734638	36	8.9e-126	1	0.2543	0.1373,0.1169,0.0	10
SI072_10m_contig	k147_128546_8	NapA	36	768	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae	0.809684881671137	44	1.9e-133	1	0.8986	0.484,0.2499,0.1647	10
SI072_10m_contig	k147_433706_2	NapA	1	256	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus; s__Luminiphilus sp905182485	0.22263141146465	194	1.8e-66	1	0.025	0.0001,0.025,0.0	10
SI072_10m_contig	k147_152529_1	NapA	1	475	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales	2.05757975398008	382	1e-162	1	0.53	0.1601,0.3699,0.0	10
SI072_10m_contig	k147_237791_1	NapA	8	377	r__Root; d__Bacteria	0.774636745866497	2008	2.7e-41	1	1.1638	0.3413,0.6455,0.1771	10
SI072_10m_contig	k147_28401_5	NapA	39	766	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	1.99254186262025	2215	8.8e-96	1	0.4688	0.2197,0.2491,0.0	10
SI072_10m_contig	k147_2720_2	NapA	1	541	r__Root	1.48138762716858	2230	3.7e-77	1	2.2237	0.5662,0.8987,0.7589	10
SI072_10m_contig	k147_376365_1	NapA	35	586	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.775394838358565	2429	7.9e-26	1	0.335	0.0857,0.2493,0.0	10
SI072_10m_contig	k147_68908_9	NapA	1	530	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__SW10; s__SW10 sp905181965	0.931737243128726	169	1.3e-169	1	0.0605	0.0001,0.0605,0.0	10
SI072_10m_contig	k147_1444_7	NapA	1	910	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.734133047697757	2425	3.3e-95	0.8216457357	0.9333	0.2431,0.6902,0.0	10
SI072_10m_contig	k147_126203_5	NapA	1	249	r__Root; d__Bacteria; p__Verrucomicrobiota	0.430804877149478	44	6.5e-21	1	1.0601	0.3495,0.5459,0.1647	10
SI072_10m_contig	k147_171519_4	NapA	5	709	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae	0.929112631176251	2166	1.7e-128	1	0.3482	0.0614,0.2869,0.0	10
SI072_10m_contig	k147_326400_1	NapA	1	367	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Thalassobaculales	0.722520068249167	2304	1.5e-57	1	0.538	0.1686,0.3694,0.0	10
SI072_10m_contig	k147_430970_1	NapA	1	287	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Poseidoniaceae	0.701179813068812	0	2e-19	1	0.4545	0.1482,0.3063,0.0	10
SI072_10m_contig	k147_402870_1	NapA	1	312	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales	0.397857938661409	160	1.3e-82	1	0.6705	0.0444,0.4091,0.217	10
SI072_10m_contig	k147_441648_1	NapA	1	366	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus	1.98464373177303	194	1.6e-103	1	0.1524	0.0746,0.0778,0.0	10
SI072_10m_contig	k147_58417_3	NapA	1	218	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__LGRT01	9.94330606149087	369	1.1e-59	1	0.1545	0.0214,0.1331,0.0	10
SI072_10m_contig	k147_224192_1	NapA	1	166	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus; s__Luminiphilus sp905182485	5.65674702205875	194	7.1e-46	1	0.0445	0.0001,0.0445,0.0	10
SI072_10m_contig	k147_270254_1	NapA	1	204	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae	0.359004064291231	2166	5.9e-48	0.5448022651	0.4757	0.1659,0.3098,0.0	10
SI072_10m_contig	k147_18674_1	NapA	1	215	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.516590150651627	204	1.2e-57	0.4229233043	0.2196	0.0001,0.0377,0.1819	10
SI072_10m_contig	k147_385339_1	NapA	1	219	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.614732986800054	390	1.7e-83	0.4011002388	0.6949	0.0441,0.2428,0.4079	10
SI072_10m_contig	k147_32968_1	NapA	1	307	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.597133776290859	37	3.9e-61	1	0.638	0.0624,0.5756,0.0	10
SI072_10m_contig	k147_3822_1	NapA	2	210	r__Root; d__Bacteria; p__Proteobacteria	0.320539343117171	2127	5.6e-29	0.9635576074	1.1446	0.0804,0.4686,0.5956	10
SI072_10m_contig	k147_250539_1	NapA	9	277	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.482411711391342	2441	3.2e-30	0.9735868162	0.6882	0.1968,0.4914,0.0	10
SI072_10m_contig	k147_107762_1	NapA	10	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089	0.313084939788865	78	4.1e-43	0.4799625554	0.4084	0.1498,0.2586,0.0	10
SI072_10m_contig	k147_209889_1	NapA	1	345	r__Root	0.464229393480041	2082	2.6e-47	0.9977426304	2.3732	0.3135,0.9601,1.0996	10
SI072_10m_contig	k147_43429_1	NapA	1	296	r__Root	0.830045292227404	2230	1.6e-46	1	2.3797	0.5802,1.0406,0.7589	10
SI072_10m_contig	k147_285295_1	NapA	1	188	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus	0.268536949685928	194	1.1e-52	1	0.2351	0.1298,0.1054,0.0	10
SI072_10m_contig	k147_107761_1	NapA	1	210	r__Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.432728113208181	1131	1e-75	1	0.8365	0.4327,0.4037,0.0	10
SI072_10m_contig	k147_316242_1	NapA	2	215	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	2.20297948542347	2432	2.7e-19	0.2688809697	0.4287	0.0865,0.1375,0.2047	10
SI072_10m_contig	k147_367431_1	NapA	1	309	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter	0.522821452851308	36	2.5e-57	0.6524999222	0.1887	0.0728,0.1159,0.0	10
SI072_10m_contig	k147_176801_1	NapA	1	190	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__DSM-21967; g__Oceanicoccus	0.33656631027303	1846	1.7e-71	1	0.1756	0.1068,0.0688,0.0	10
SI072_10m_contig	k147_304702_1	NapA	1	201	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__UBA9926	0.820485034993953	206	1.7e-57	1	0.1144	0.0001,0.1143,0.0	10
SI072_10m_contig	k147_413857_1	NapA	2	252	r__Root; d__Bacteria	0.387318372933248	2186	2.5e-47	1	1.2339	0.2168,1.0171,0.0	10
SI072_10m_contig	k147_204642_1	NapA	1	211	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus	0.478530298966393	194	2.2e-60	0.7594144525	0.3046	0.1137,0.1909,0.0	10
SI072_10m_contig	k147_424575_1	NapA	1	188	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA11654; f__UBA11654	0.322244339623113	195	1.8e-54	1	0.3889	0.2114,0.1775,0.0	10
SI072_10m_contig	k147_56439_1	NapA	8	181	r__Root; d__Bacteria	0.367832033085278	2230	1.3e-32	1	1.3228	0.4585,0.1054,0.7589	10
SI072_10m_contig	k147_103557_1	NapA	2	287	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.489127509739351	2112	6.4e-59	1	0.6334	0.1454,0.488,0.0	10
SI072_10m_contig	k147_339964_1	NapA	1	209	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.257658419347774	186	2.5e-73	0.9292536252	0.6068	0.1498,0.2935,0.1635	10
SI072_10m_contig	k147_992_1	NapA	1	115	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__UBA2165; g__GCA-2712665	0.46826617081465	500	1e-33	0.4659552582	0.1723	0.1308,0.0415,0.0	10
SI072_10m_contig	k147_5923_1	NapA	12	320	r__Root; d__Bacteria	1.1779820859556	2227	1.3e-31	1	1.2752	0.3404,0.9348,0.0	10
SI072_10m_contig	k147_199150_1	NapA	1	272	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.215594077754966	2427	1.5e-29	0.4703872686	0.4178	0.155,0.2628,0.0	10
